490718295214307854327680;80025219075840.00000
999021188988844977236741;80028217148928.00000
653385596647560945168576;80030225102592.00000
981816640184994915846924;80032242406400.00000
275931274134122675313994;80034255077376.00000
289563082986412388152962;80036276464128.00000
163705607587605577831180;80038293934080.00000
892765287971404605344121;80040323017984.00000
245577819814342836614106;80042329757952.00000
619807604774113483679674;80044352409088.00000
514256401258271192807456;80046369922304.00000
654048834693872346594321;80049618948096.00000
306812555393044684566933;80051634179584.00000
644474984626815932718519;80053642242048.00000
851195737032012555726276;80055655076864.00000
782301641655336740785454;80057669798912.00000
499909036665656946791030;80059676456704.00000
690531992795577615206551;80061694070272.00000
455153786224151520852998;80063706316032.00000
402459303034174189139619;80065725764352.00000
923669452921138490031545;80067738648832.00000
822577466840686225546888;80072055483904.00000
392811071698707840575954;80074064269824.00000
719295661579650835778084;80076078516736.00000
389386690942348432409977;80078097886720.00000
798755254317311190903294;80080114546432.00000
141372446738228232939943;80082126031616.00000
320104616818480978054849;80084146464256.00000
746214401433926623632971;80086160016384.00000
146853775883531930308122;80088169953280.00000
948637796891756776322613;80090190215680.00000
399201654673680409954243;80093853263104.00000
606824184063588410054774;80095866888192.00000
447363174045639893607830;80097878728704.00000
816163406357712868737891;80099891227392.00000
667815912771518223472958;80101897580032.00000
343668910346256835397996;80103900527104.00000
298474712835281849243356;80105907286528.00000
439156606458209507245498;80107914994176.00000
903614981759991262136123;80109924229376.00000
291383888735547429557749;80111940012288.00000
778435836220419300189265;80114845591296.00000
141517658999230398579576;80116852245248.00000
474339352742780471762851;80118861012480.00000
743968878033318454375404;80120870125056.00000
468462996339261342785057;80122889703936.00000
825535815536591947044390;80124907726592.00000
248062255133318839742776;80126917150720.00000
650026819659813939074508;80128924666880.00000
926642183862097639224166;80130934831104.00000
286126174128813251646300;80132942316288.00000
854678045110681373081436;80136147628800.00000
974082451861067911439281;80138163907584.00000
858312425814412490006882;80140166763776.00000
207981499032957691558286;80142176965120.00000
618188620045281774867462;80144192084224.00000
693517403133098418408948;80146211205376.00000
481442194448705547952841;80148233334272.00000
407879189799549474136067;80150250988032.00000
556291068244774835141376;80152285829376.00000
405934016921178498609964;80154303324160.00000
646657295379906643756508;80159358060544.00000
846752303784052775779523;80161366716416.00000
692404068931434762003704;80163377032448.00000
507505254716723415804571;80165397385728.00000
115222461751481770072034;80167419753472.00000
849148269618338903391180;80169428867072.00000
863908992523427107037882;80171431932928.00000
960947053992385797269284;80173440512256.00000
841163716161034232605851;80175458075904.00000
524509033750848312754297;80177466724352.00000
486352031115440960846094;80180485278720.00000
476038606289156486457280;80182503639808.00000
839565833428756524408796;80184518897664.00000
696234168311758985765090;80186534651648.00000
749585336089544287651917;80188544856064.00000
258156086534981954311726;80190553915136.00000
298073569347984926103517;80192572000256.00000
168452901063230373406661;80194576214784.00000
797644701916881126027886;80196593283584.00000
511194519919159926723295;80198619766272.00000
287474014743782791164632;80201784661248.00000
642976541054983853528726;80203790121472.00000
856793702926257123345115;80205800511744.00000
759061943855817377407746;80207811734528.00000
352972460265933767304945;80209831690240.00000
571961667251838164376809;80211836206848.00000
476684528017476826026822;80213848414976.00000
739337346297410679138220;80215868838912.00000
383797624115523280888554;80217889975552.00000
224533251338845453809800;80219900030464.00000
