7500;79534849359616.00000
6080;79536866376192.00000
7570;79538874499584.00000
8689;79540890141440.00000
1077;79542905946368.00000
8665;79544920815104.00000
4995;79546937755904.00000
9177;79548946179072.00000
8723;79550957619456.00000
6074;79552972819712.00000
8609;79556047230208.00000
1347;79558058378240.00000
9253;79560075574016.00000
1538;79562092532736.00000
9336;79564113328896.00000
6043;79566119762432.00000
9117;79568136430848.00000
2449;79570143281920.00000
3225;79572154796288.00000
3924;79574161333760.00000
3846;79577754903808.00000
3090;79579769749760.00000
2560;79581784012544.00000
2756;79583794382080.00000
9171;79585796973824.00000
7732;79587803238400.00000
5898;79589815253248.00000
9657;79591826596864.00000
2521;79593842385920.00000
4199;79595847041792.00000
9857;79599133831680.00000
7556;79601140401152.00000
4317;79603150440448.00000
5611;79605153481472.00000
6523;79607162294272.00000
5932;79609167030016.00000
6695;79611184263168.00000
7372;79613199066880.00000
2048;79615221667840.00000
5510;79617233978624.00000
9297;79621987920896.00000
9777;79624005393664.00000
6932;79626010190336.00000
3832;79628019658752.00000
7993;79630029697792.00000
9527;79632048030720.00000
9847;79634052148480.00000
4419;79636065458176.00000
5427;79638069950208.00000
2397;79640083789824.00000
6778;79643185720064.00000
3778;79645193994240.00000
1219;79647203564800.00000
2147;79649217842688.00000
8558;79651220760064.00000
6614;79653225797120.00000
1305;79655235828224.00000
8124;79657252444160.00000
2526;79659268502272.00000
8721;79661280270336.00000
5856;79665109878784.00000
4381;79667113214720.00000
9255;79669116718336.00000
7193;79671133116672.00000
4013;79673156590848.00000
9851;79675173229312.00000
4000;79677185599488.00000
5456;79679203721728.00000
9302;79681215124224.00000
3866;79683230023424.00000
6260;79686304561408.00000
7004;79688314693888.00000
1618;79690322339072.00000
7835;79692332561664.00000
4260;79694337793024.00000
8535;79696357674496.00000
1635;79698364580608.00000
3707;79700382442240.00000
7017;79702425461504.00000
2052;79704451571200.00000
7545;79707799923200.00000
9336;79709813719296.00000
7676;79711821817088.00000
9763;79713845320704.00000
7224;79715849429760.00000
9226;79717851329792.00000
4203;79719857099776.00000
7410;79721872224000.00000
5438;79723885710848.00000
5251;79725894622720.00000
2995;79729408592640.00000
7401;79731421606656.00000
1746;79733433125376.00000
7938;79735447433984.00000
8311;79737456652800.00000
5513;79739460974848.00000
3625;79741467437056.00000
9624;79743471031296.00000
7704;79745478878464.00000
9106;79747495843328.00000
53532502276655;79772851651328.00000
25583607561750;79774866475008.00000
60481739639218;79776879372800.00000
50038518209324;79778888569344.00000
38946394445478;79780902148608.00000
50064385525018;79782915515136.00000
48577505934457;79784927007744.00000
46084434657423;79786932368128.00000
41237269149562;79788938544128.00000
27464780388105;79790953111296.00000
94761974476681;79794633556736.00000
48762196666915;79796642489600.00000
26294891666295;79798658664960.00000
15693471027327;79800672297984.00000
72820146424062;79802681014784.00000
35186904827900;79804688416512.00000
86263576141128;79806704181760.00000
79921836175357;79808715897088.00000
93317483194500;79810725299712.00000
73223398013425;79812735469056.00000
27106258819303;79815838334976.00000
43502245057158;79817856194560.00000
67935869526273;79819870633984.00000
89196662263916;79821880436480.00000
85252872192677;79823886887680.00000
38830728525170;79825897872384.00000
35414652176225;79827909332736.00000
41555692411769;79829924474880.00000
27926399779220;79831942985728.00000
15532882936664;79833964222208.00000
67075260747844;79836830951680.00000
98947191084460;79838840035328.00000
27653787707490;79840851680000.00000
20310106525341;79842865499648.00000
75209103835690;79844872684288.00000
48454711348644;79846887444480.00000
95248342012699;79848894320896.00000
89513441338817;79850910277376.00000
94957480804229;79852920724224.00000
24942785389580;79854926980608.00000
61390704616313;79858125805824.00000
56695132955370;79860143070208.00000
38241735459388;79862156041216.00000
20186809191986;79864164503552.00000
81541106304153;79866182729216.00000
23703902246041;79868195405824.00000
22207935388340;79870205864192.00000
29468589331051;79872219517696.00000
95200508506942;79874229654016.00000
80078427056120;79876237957888.00000
12141612716429;79880553701888.00000
92521952085879;79882563053312.00000
59464249565913;79884570400000.00000
62770981846308;79886582788352.00000
24196103465192;79888601797376.00000
77728885502151;79890612552448.00000
24004727861809;79892623542272.00000
78172455147743;79894636226816.00000
39340944915988;79896641333248.00000
34401905373530;79898648187648.00000
42361729058320;79901749300224.00000
12449890225515;79903754475776.00000
61594896457060;79905765160704.00000
10802488622648;79907776636416.00000
64396834169770;79909787220992.00000
97032378758238;79911791970304.00000
42117309081756;79913798266880.00000
64945222444977;79915807722752.00000
50902283444878;79917810986496.00000
90057149463171;79919823217920.00000
35244174155282;79923681405184.00000
20160184999080;79925690029312.00000
69846384694511;79927694727680.00000
52586447971501;79929704950016.00000
19955340282041;79931708753152.00000
92504144329637;79933715671040.00000
18660424435419;79935720669440.00000
56644749394700;79937737864704.00000
51197722503085;79939751506432.00000
84292861233379;79941763721728.00000
78642793928175;79944808864512.00000
28942499706354;79946824289536.00000
75074146812968;79948838239744.00000
66246435884437;79950854204416.00000
27923573145426;79952860535040.00000
11706865463456;79954868709888.00000
97291548742451;79956873526272.00000
58510683099702;79958890630912.00000
67572186662289;79960894886400.00000
30045197109443;79962899879680.00000
53961901824674;79966057817344.00000
95849520701432;79968067602176.00000
27310205663615;79970082907648.00000
72487107186887;79972094739712.00000
83237255979619;79974108489728.00000
19548625483652;79976126419456.00000
87367857969758;79978151058176.00000
96081135036645;79980164534272.00000
36068825697964;79982177120000.00000
36497208604494;79984198941952.00000
595787230157728239102041;80007125070080.00000
903021001112868812494851;80009132250112.00000
494941055912417473748877;80011135031808.00000
298198195756246743153043;80013153213952.00000
478213250332681922852506;80015170370048.00000
158942747982342650084578;80017173061120.00000
548935775473046608854586;80019185760768.00000
143434510954157795046730;80021201879296.00000
917733443175276198019108;80023210141952.00000
