6350;155923384438884794795827977574464556575;77151448627456.00000;0.000000000
4172;136180767971367441723970463099686576644;77153454666752.00000;0.000000000
3151;262257317490384805729875666399112745140;77155470342656.00000;0.000000000
6422;61469224261733971470004482178633808527;77157484624128.00000;0.000000000
3800;23762347156035800286367241451658206059;77159496921088.00000;0.000000000
2783;234197876164764630533005888372386305796;77161510857984.00000;0.000000000
5552;130681316074559303718300049556411445003;77163527687168.00000;0.000000000
7352;212723405622237801643353872178115277056;77165531679488.00000;0.000000000
4612;24195657940435278941616118246486347046;77167544278016.00000;0.000000000
1399;158895120758660108580473120164182084783;77169562711552.00000;0.000000000
5148;156047289408586504343339911368333014217;77173182820352.00000;0.000000000
9184;208947347138864826783669983240906934269;77175195316992.00000;0.000000000
5540;296571467164786898447656245073456773348;77177204439296.00000;0.000000000
7165;248303407775605618003598124481907455420;77179219041280.00000;0.000000000
1470;170194779017460503761821622051261294254;77181234023680.00000;0.000000000
4533;114199278863537667958248756652362622924;77183241360640.00000;0.000000000
2291;90373724874334559930495651411170104341;77185262716928.00000;0.000000000
2731;324863598379684827330067118733181641048;77187269596416.00000;0.000000000
7711;50345773517564400223011489681534015806;77189286318080.00000;0.000000000
2684;143909976191912403015496603170539778162;77191295578624.00000;169200.000000000
6573;75473113704784463135243936343829201512;77194662841600.00000;0.000000000
7528;23119103051760871374800594568394410154;77196667803392.00000;0.000000000
2634;33992958073033499040057420421544917705;77198679711488.00000;0.000000000
8069;129410322155044994402506527094846672579;77200696614144.00000;0.000000000
3101;314503267886032592662180181269890788142;77202702659840.00000;0.000000000
8873;149265351365503031438182955293693862988;77204707003904.00000;0.000000000
7723;89779108773544015944462910915803908036;77206715159552.00000;0.000000000
6724;147462121600842873665789016639614145223;77208724848128.00000;0.000000000
6456;97742026875903650473148091380604044707;77210733419520.00000;0.000000000
8404;257328786357848099537179002489510355501;77212736800000.00000;0.000000000
5639;204492300082496481756720701309971768007;77217015060736.00000;1034800.000000000
8530;169015676294601472274757811152383604165;77219031799296.00000;0.000000000
9435;335845896548673263465169020772716543454;77221042981120.00000;0.000000000
3134;234688178125696258794715057378233932632;77223049706496.00000;0.000000000
5604;260487285681380489405255775097970414085;77225057547776.00000;0.000000000
5457;221963442468197721404704517899537512567;77227074474240.00000;0.000000000
2069;260263217684466483878186346628936899045;77229089442816.00000;0.000000000
5236;59143335961913192223207268174295665953;77231100377856.00000;0.000000000
8066;227208501138367617600254362038796361772;77233104978176.00000;0.000000000
8107;244635370062776794064246910637189402447;77235114865664.00000;0.000000000
7718;146769099582903211756709525916250160121;77238694753792.00000;0.000000000
3806;187562568875403185158411335748399754466;77240700557312.00000;0.000000000
3175;192947857978789511692180440714452161569;77242717498880.00000;0.000000000
1328;76011240059132098717617415497618422966;77244720096768.00000;0.000000000
6794;217192184823939939233059232480878753239;77246730851328.00000;0.000000000
8348;169495833022392577091275243955420500478;77248745345536.00000;0.000000000
4303;6812461866613159688343792832456296020;77250763473152.00000;0.000000000
5503;91847429801771698428976587584191955008;77252767233792.00000;0.000000000
8213;51663580498176541634609381685760844025;77254785088768.00000;0.000000000
5677;218735107724749046230262078695659772699;77256803036672.00000;0.000000000
7749;44068874447909183505032435474419423916;77260223460608.00000;0.000000000
5498;24349236186610914791467881657229869302;77262234422784.00000;0.000000000
5907;230596686828284519914975412369500773484;77264248850944.00000;0.000000000
7945;255013745510731599284566773446765808325;77266260343808.00000;0.000000000
5386;136844796045190388534213113137385063476;77268263911424.00000;0.000000000
4780;108685859580127526473192596817548475041;77270267808000.00000;0.000000000
2496;29258396532046158571880847460252354810;77272274720768.00000;0.000000000
1413;307312494389422522091324969264719041467;77274282605056.00000;0.000000000
9049;119737382056034440268163139733673326342;77276296049920.00000;0.000000000
6299;81431566046192631183741674597556432305;77278299414784.00000;0.000000000
2786;267248204043030198732164888211788943041;77281807622144.00000;1099700.000000000
1090;306222833199558884979710238019194909374;77283817519104.00000;0.000000000
1181;76995093035745434505404681302607602125;77285829012224.00000;0.000000000
2514;21296200020594892701116544976883123008;77287835560704.00000;0.000000000
7833;99204819423584502624732891291103489212;77289843481600.00000;0.000000000
5533;244716697111272478942175107111560200555;77291858622208.00000;0.000000000
4278;109878877698660253280663113358593257579;77293874338816.00000;0.000000000
2700;16571381593430450970079764589130093013;77295884750336.00000;0.000000000
6188;11612727743000031560343632453839054533;77297893998592.00000;0.000000000
1809;32764848188136426888180870278943388;77299901153536.00000;0.000000000
4637;67008618052269858201901067807346508993;77303415295232.00000;0.000000000
8925;248476138429722886012647647858980875968;77305432876288.00000;0.000000000
9015;141048643003234458709550227446753148214;77307451401984.00000;0.000000000
6493;228138260577179441512431711420769646519;77309469279744.00000;0.000000000
6365;95295211687163766562012890920033338205;77311484158464.00000;0.000000000
5701;229560538323821984791548569623792621247;77313500156928.00000;0.000000000
4897;189829869612331609102141460545193190886;77315518449152.00000;1036900.000000000
6965;249147568778841203328621776349109207303;77317549399040.00000;0.000000000
8626;308825609141322548502262621467699143615;77319565996800.00000;0.000000000
1337;74066930257772239504505577070213960913;77321574684160.00000;0.000000000
4657;268753559160521092700252446157414951223;77324917880832.00000;1029900.000000000
8806;205219097420234751311426594732839594670;77326936156672.00000;1005800.000000000
1699;270460810918135693093850554903715277706;77328966110976.00000;995300.000000000
5403;160383536219360982918880581889195659486;77330994533376.00000;0.000000000
4908;306562005803717354742880131556557512478;77333046666240.00000;0.000000000
7861;206864103371051690638581344515553964596;77335113927936.00000;989800.000000000
3139;292894946269655325760483052782585545780;77337144799232.00000;0.000000000
3092;312802006062681667975071880604252349112;77339157384704.00000;162900.000000000
2190;309756195689088639760322456247173707093;77341161598464.00000;0.000000000
4271;94043693625775003125393569976277531862;77343176203520.00000;0.000000000
2597;54159821054499940602558680823050903908;77346628422400.00000;0.000000000
4312;315317949719498196829665249471748537489;77348630622976.00000;0.000000000
6679;27617246839894698724684540479857187389;77350642799104.00000;0.000000000
9387;96336118554423556239044481342201142101;77352655083776.00000;0.000000000
4350;80063098225493214019690503758173045706;77354667226112.00000;999500.000000000
2386;308568926234742528458678747654267148540;77356705354240.00000;0.000000000
7731;113999896829292005818655563583785991856;77358714841600.00000;0.000000000
8000;98636396244987229699230613687275141687;77360723070208.00000;0.000000000
1569;155041692576923105420688962750956364181;77362730260224.00000;0.000000000
5186;229435285620437458034652135606432954878;77364741253888.00000;0.000000000
46665664768487;208491754544662513574138011710084086589;77390305652224.00000;0.000000000
67265330212090;182592180743306398228536615453866961560;77392311092224.00000;0.000000000
41535780465326;131751812941924926946205458542640450597;77394315837184.00000;0.000000000
40189176249195;232151056060237113399895528665468977028;77396321938688.00000;0.000000000
45116576914955;58947771846551592192577277292672892668;77398336761600.00000;0.000000000
37514267948326;235706484206187385351263670493342715137;77400353194240.00000;0.000000000
37802646839148;91007710369831881260570568246855626749;77402367295488.00000;0.000000000
86533550452900;328101715593512174901078834973576386315;77404372235776.00000;0.000000000
74205353498946;253985136559008748908887260035433138753;77406381674496.00000;0.000000000
81000784731536;255504501245653471608688305802068286227;77408389841664.00000;0.000000000
68486459285853;88221802602041621686924006877122946271;77411651520512.00000;0.000000000
34354544868264;84549197806186122707947707881884369426;77413668294912.00000;0.000000000
28662331904631;189231529055930485041796349923221297983;77415684056320.00000;0.000000000
99201514336006;322427954208723854315396054809170719369;77417696432896.00000;0.000000000
38958518223856;1957318864775983851009665600292020166;77419709117184.00000;0.000000000
94860228301385;154354728525373276353191207268399866211;77421713612288.00000;0.000000000
96573761356522;21462749742756015250320808228507932602;77423726074880.00000;0.000000000
13801182592138;198334104855782308348215918978330296546;77425739903232.00000;0.000000000
66768310946940;130836793647046805236168298131401776876;77427750874112.00000;0.000000000
29457755153340;200890564261761586564747972861068892141;77429765274112.00000;0.000000000
75276187927091;191500985465880592104527793559277020832;77433176783360.00000;0.000000000
78997522429495;114768002209608145353285464074307612793;77435183972096.00000;0.000000000
70723329557522;227301046109743274057391904090656697191;77437200498944.00000;0.000000000
44118943516898;122807104956450522330821639369258243354;77439210857472.00000;0.000000000
42345879679666;307436351314678603529463424497325235776;77441222256128.00000;0.000000000
68049885568367;113178489310880848519508233545052484791;77443243245312.00000;997900.000000000
36389557481644;119974725027498518594910446214022918708;77445287692288.00000;0.000000000
71521124349622;71304069978745119451051425057519369773;77447295330304.00000;0.000000000
56951870027576;198929310548571725908415197133424297474;77449302542592.00000;0.000000000
22062934644111;7806217962987881517433307388969724710;77451318448128.00000;0.000000000
