3357;83157.44846;83156.94879
4321;83159.17743;83158.96142
4575;83161.32491;83160.96993
6778;83163.27302;83163.00297
9142;83165.32152;83165.03269
5459;83167.37874;83167.05832
9159;83169.41499;83169.07576
7218;83171.91258;83171.09786
7912;83173.41721;83173.12052
2077;83175.35699;83175.13827
6200;83177.51149;83177.14586
1427;83179.65907;83179.15387
6004;83181.50121;83181.16758
7230;83183.55731;83183.18416
5256;83185.54265;83185.20815
1653;83187.55203;83187.23524
7176;83189.49568;83189.25161
2605;83191.53805;83191.26653
3413;83193.49274;83193.27368
6428;83195.53083;83195.28455
6399;83225.63269;83224.92113
1504;83227.17744;83226.92344
7554;83229.42828;83228.94195
1411;83231.37215;83230.95793
7973;83233.22495;83232.96736
2687;83235.26280;83234.99301
6702;83237.42103;83237.00322
8632;83239.25733;83239.01034
2261;83241.31180;83241.02155
5502;83243.25306;83243.03010
9831;83245.30383;83245.03502
3845;83247.45234;83247.04302
8190;83249.29885;83249.05394
7940;83251.44663;83251.06094
3726;83253.29105;83253.07841
9643;83255.53585;83255.09854
1604;83257.48240;83257.10632
5287;83259.32886;83259.11531
5419;83261.37979;83261.12472
1862;83263.43058;83263.13975
9541;83281.88472;83281.44757
8840;83283.70499;83283.45198
6888;83285.95449;83285.46304
6422;83287.79494;83287.48078
3391;83289.87968;83289.48882
1660;83291.71781;83291.50418
7366;83293.94666;83293.51829
8353;83295.78383;83295.52754
3814;83297.83615;83297.54101
5973;83299.87271;83299.56669
2915;83301.93159;83301.58151
1448;83303.88179;83303.59687
7687;83306.06227;83305.61809
5416;83307.96162;83307.65660
4326;83310.01559;83309.67130
9999;83312.30942;83311.68542
5307;83313.98794;83313.69410
8300;83316.05677;83315.71681
6202;83318.19035;83317.73859
7061;83320.05121;83319.75311
7206;83333.88356;83333.28356
1135;83335.61548;83335.30177
4544;83337.56688;83337.30826
3600;83339.60935;83339.31099
5156;83341.55342;83341.33236
6711;83343.61425;83343.35152
7436;83346.26522;83345.38080
1824;83347.60946;83347.39645
7097;83349.63417;83349.40677
5600;83351.69968;83351.41786
5691;83353.74104;83353.42604
7310;83355.69154;83355.43451
4140;83357.73531;83357.45252
2881;83359.78472;83359.47473
1383;83361.73354;83361.49450
3791;83363.88457;83363.51475
6477;83365.74651;83365.52952
1914;83367.80007;83367.54596
2341;83370.02835;83369.56313
7674;83371.86707;83371.57500
2533;83382.61916;83382.01629
2034;83384.46127;83384.04499
6448;83386.31589;83386.06241
6391;83388.35223;83388.07304
4358;83390.40012;83390.08248
4456;83392.35852;83392.09950
6384;83394.67000;83394.12474
4726;83396.44902;83396.13466
2342;83398.38927;83398.14343
4754;83400.64144;83400.15493
1590;83402.49446;83402.17244
6122;83405.25493;83404.18472
9238;83406.48413;83406.19296
9269;83408.42489;83408.19729
6642;83410.47642;83410.21742
9983;83412.44492;83412.22623
7345;83414.57367;83414.23643
1265;83416.61699;83416.25114
9741;83418.56468;83418.26464
5829;83420.60962;83420.26805
95696476321800;83461.79052;83461.16033
97187164124170;83463.41275;83463.17665
15067175067504;83465.56484;83465.18872
95333522035706;83467.41100;83467.19632
94809629523441;83469.45954;83469.23056
89505739761253;83471.45670;83471.24228
59518712627578;83473.65182;83473.26141
44240865329595;83475.49579;83475.26839
73255995315215;83477.64678;83477.27615
30912319924221;83479.70146;83479.29123
36628544797601;83481.54635;83481.29450
73293647309932;83483.59779;83483.30011
94848795213617;83485.73773;83485.34373
27457816991870;83487.78686;83487.39464
83165511933497;83489.94198;83489.41408
94032319527397;83491.68126;83491.45203
45593828758575;83493.83241;83493.46228
35498469328491;83495.77195;83495.46806
21360523219113;83497.92276;83497.47263
86903177594458;83499.76481;83499.47871
58898329121872;83510.12203;83509.39388
56013994202709;83511.66662;83511.42621
88155516879969;83513.80534;83513.44566
88977402624642;83516.06061;83515.46600
89562177956809;83517.89034;83517.47634
54460541045385;83520.76458;83519.49396
27473618913967;83521.89014;83521.50469
11657247727359;83523.94399;83523.52765
83071862791604;83525.87933;83525.53977
94221535974882;83527.83658;83527.54730
47106176627288;83529.80359;83529.56076
15784366608085;83532.06128;83531.57154
86561579479319;83535.09541;83533.59633
52831913867839;83535.82999;83535.60170
24537333712613;83537.96864;83537.62821
85365241468547;83540.11751;83539.64567
25327628917975;83541.95878;83541.66178
20110696647100;83543.91247;83543.68191
21575828119033;83546.04939;83545.69731
22292812181550;83547.99581;83547.72442
59787511442318;83558.13445;83557.33480
83156245476670;83559.67010;83559.35110
51710425627699;83561.72445;83561.36465
68782622292652;83563.60797;83563.37164
62248606946081;83565.71697;83565.38634
72364211634966;83567.65613;83567.39319
90782909815302;83569.71126;83569.40864
85569224137434;83571.65023;83571.42324
90941994721669;83573.70407;83573.43649
19252863453371;83575.95289;83575.45350
78867107627057;83577.69769;83577.47745
91375940577563;83579.73946;83579.49409
67227132778835;83581.79260;83581.50185
41505368052708;83583.84080;83583.51678
49802826703793;83585.88569;83585.52903
77639564683966;83587.86376;83587.53915
27608371629672;83589.87925;83589.55325
90568858575608;83591.82490;83591.59131
92325890339687;83593.97534;83593.61073
21605620518505;83595.83209;83595.61731
62837661834019;83607.79827;83605.95783
11130260272817;83608.31685;83607.97083
20899250286742;83610.35689;83609.98727
46137878812737;83612.30474;83612.00598
90923946039299;83614.25448;83614.02246
11305329862429;83616.29764;83616.03896
42223119332798;83618.45072;83618.05441
39567218488976;83620.29240;83620.07121
82052951061638;83622.34336;83622.07645
54095767929686;83624.49253;83624.11074
90702319938370;83626.54271;83626.13403
28155600925723;83628.38879;83628.14643
61097225919518;83630.54404;83630.16136
19825659468271;83632.58583;83632.17677
67363251879977;83634.42370;83634.19229
40656910494671;83636.47703;83636.20999
67496291401917;83638.52581;83638.23064
57824433981582;83640.47062;83640.25178
15179143553092;83642.51547;83642.30127
89036536781255;83644.56812;83644.32091
31867443333157;83655.41873;83654.80101
79327839811391;83657.16302;83656.80877
70067306814794;83659.20248;83658.81481
58727509013081;83661.15078;83660.84924
62566888436446;83663.20829;83662.86816
