166573091018808471169949;78639855145216.00000
476305106862283364166340;78641872013312.00000
904832222233991440106556;78643889540096.00000
143525373158476809837704;78645902516992.00000
270442176388375127951627;78647918453504.00000
920169575627727940108207;78649934901504.00000
906654851754459721605130;78651953153536.00000
723241025929905847281348;78653956519424.00000
322389634354874207351288;78655974419200.00000
153156804184600171151254;78657989490688.00000
236558506985963132896010;78660554185984.00000
220945949188710389455693;78662561472000.00000
663524252010228258502683;78664572720896.00000
287467701899802846398923;78666586247168.00000
452925276092811552225269;78668597500672.00000
645333227892738427254977;78670614942976.00000
982736031866337656609417;78672639709696.00000
527449922846707408251859;78674648719616.00000
337441427677697204485033;78676652388096.00000
985513838159019113914928;78678667661312.00000
606475763524621265287171;78681067610624.00000
459009455626616403762836;78683075561728.00000
946489130657853485622577;78685090287104.00000
460776959841913905632770;78687095356928.00000
869886740261016839687157;78689100009216.00000
987658060059575377802545;78691107970560.00000
659767898433047408804181;78693127251712.00000
469687177356023790714009;78695137336832.00000
636072836839087266684991;78697165446144.00000
663458161999484221794716;78699175396864.00000
184465203732602568616769;78702735884288.00000
707066745974865723495446;78704749739008.00000
263424730059777943608349;78706753642240.00000
218159329255529250526375;78708771422720.00000
272603255972104254813708;78710779732224.00000
665769415914949568118813;78712782932224.00000
644777204862769852549060;78714788809472.00000
717748959923891199989286;78716794774784.00000
163933249767669273206425;78718800734976.00000
850157425017189938826029;78720816756992.00000
463374868511985604437361;78723138881280.00000
934437318822925352758493;78725155566080.00000
711759402044219348279748;78727174336000.00000
972423490623143362387936;78729180386816.00000
786266860227096886593057;78731195464704.00000
769244630143792250017239;78733211310848.00000
347952772715448741375600;78735216035584.00000
438856782769108300996118;78737228673792.00000
858883829525303783257594;78739231031040.00000
590218710890575788299101;78741241095936.00000
414648058575080951422916;78743585959936.00000
556629320951812578477095;78745590626304.00000
381885805448419709406825;78747594590976.00000
970125108869607469336940;78749607385344.00000
377692495922863620649991;78751619748096.00000
192742915849261285391294;78753623702016.00000
658911173410022450684192;78755639092992.00000
545311244144409122047364;78757643054592.00000
