5724;1AyPl05dhoACiQEnGktEXA==;72201773978112.00000;6996200.000000000
8919;m2lPdvhm2WddMvxrTnrBvw==;72203797421312.00000;0.000000000
3290;6e2hllm8ZjvSO815sWQrAQ==;72205811139840.00000;3005900.000000000
7962;LTVEqsxqOSm4Q+jQuxcunQ==;72207822914048.00000;1016900.000000000
1299;sEfZAUsgkA9eLav6O2ytxg==;72209837338624.00000;995500.000000000
9776;Bc1WCiLADxvD3uXY43HGwQ==;72211848674816.00000;6012100.000000000
4321;SLkP5yyWyFLXGcNxnGSbdg==;72213867511552.00000;2001700.000000000
3164;vaV3+0Uxx686ATkV8xr8zw==;72215887570176.00000;1984400.000000000
9117;Gq0F+bFR2uZqfWP1DtlWRw==;72217906884096.00000;33268800.000000000
3416;QqueKKGtst0fwV6c3/TPNA==;72219952647680.00000;1755900.000000000
3895;2dfT3WsfPrIV+fYjMOPs1g==;72223606778368.00000;993700.000000000
4316;zhvP4GPPXmESRZHtXzKZiA==;72225618227200.00000;0.000000000
3138;/QYAo0DXdtlVXmXjLB17Xw==;72227626711296.00000;0.000000000
3826;PSDy4G7q+baSWEDmClAZAw==;72229633459968.00000;975600.000000000
2589;P2Nbj27rkzfuyrMjvBw/zw==;72231650696192.00000;0.000000000
6900;1OgZGIDDOE6jzDArP75/gg==;72233662113536.00000;0.000000000
9437;ynZUBXM2BMVzjoiwLX70IA==;72235666839808.00000;1026400.000000000
3039;9qoNnkwNkrn965E3Xfq1IA==;72237683417856.00000;1018900.000000000
3359;UNz6S/b3op0ktoa02tYHfg==;72239694617088.00000;1007200.000000000
9720;ebgyikYrsOb7DdBmR7qEWQ==;72241705306368.00000;919900.000000000
2687;SpmXrRTqz2SI3a9TJR3fsA==;72244997644288.00000;1018200.000000000
3025;KCODqgCjVllpGHX5jlQlog==;72247007717888.00000;1018000.000000000
3319;EpcD0GeCpNrdfutf5pYN8Q==;72249027707392.00000;3022700.000000000
4045;/oj0uKXDFR4O52Pt6m7yZQ==;72251047858688.00000;1019000.000000000
3097;44XVaGHjR60iPTSzZzUYjQ==;72253064750592.00000;3023400.000000000
1921;/dpv7MSY66Mk5SbPaBs8ug==;72255075072000.00000;1002500.000000000
6936;d/HViLWw3pEhVNE/9EjxdA==;72257084538112.00000;688000.000000000
3736;cu7ikazPr2USOb77fcGkwA==;72259089612032.00000;1998800.000000000
7610;tMi5oDFeyfw+eHk1W6NAMA==;72261108892416.00000;1019400.000000000
7891;59FZqtxkDsD4QkwN138yYA==;72263127739648.00000;5980300.000000000
9638;i7p8XfZ/3K5RH34JJgYK2A==;72266612227328.00000;1111400.000000000
8727;tigE8vcxLrkBYRpkn08nIQ==;72268619160320.00000;0.000000000
1294;Q9rgh1HW4fqLsXqQ8F8thg==;72270625339904.00000;3025200.000000000
7167;fKVRA30vw5izOd3jSsFv2w==;72272649554432.00000;1032200.000000000
3786;P/mFfcHUvwnUFiphMwdH6Q==;72274659141632.00000;0.000000000
9094;JsWKHjX1hthSAc5pSBjm7g==;72276676654592.00000;1027700.000000000
9459;2iNG4xSeC40H4VKZ/3yVOA==;72278699170048.00000;1022100.000000000
5445;MomdwTOh7A0NX32ylp47cA==;72280716933376.00000;2782300.000000000
8191;zrdUDT33EMDvYj2lgXhtmw==;72282731040000.00000;3025900.000000000
1431;F8yED6Suq73GcBBqUbs/0g==;72284767916800.00000;2484000.000000000
9262;6vYwkje21Agvq+cVG8Mt6w==;72288203807488.00000;1134900.000000000
5272;FwSndNrOFExfs+8joIBI3w==;72290221599488.00000;0.000000000
4964;j8QK+jJJyEwJncYjfqOUfA==;72292238983936.00000;2022500.000000000
6831;MtpkkFs2Vw+GkCdHJOFT5w==;72294263421696.00000;996000.000000000
8236;he/uWA6k+M9Ot3PA8iF9vg==;72296281931008.00000;414800.000000000
5045;Ei2wwFh9/Ut+UYtpfAJ8bQ==;72298289411328.00000;0.000000000
4379;yIfsCtTdClTQefGoVTZb3A==;72300299252736.00000;560500.000000000
2189;86UJdLpASkD2sLBseuOkKg==;72302311437824.00000;1021100.000000000
1589;SuALoLbpqzr7PGG3EJ6jcw==;72304337010432.00000;3999700.000000000
6836;TP8//Xm9EYsQlbV7ehW6xg==;72306349868800.00000;3023200.000000000
9622;RZasDSvc5SrR84G7z0+JaA==;72309910080000.00000;1999200.000000000
6901;dpkeEUQLGQgTyl+uIkorTQ==;72311918537216.00000;0.000000000
9790;dS9j2J8WRy8amUmfBftZMQ==;72313924540928.00000;12977100.000000000
7609;LdBw5o6T2KSlEmVV9iDH+Q==;72315944711680.00000;2001700.000000000
6088;fe/EPG13ut2sPTGhfuVVPg==;72317964325632.00000;571700.000000000
3948;6hhNc32adzELH7MhlwUvzA==;72319974925056.00000;2007700.000000000
7882;B8tDTqEHJN+6OHwWUlIh9g==;72321996319744.00000;2005200.000000000
7426;YHB+ifMwMzyCRT0aqxCpDg==;72324020053504.00000;0.000000000
3684;/1S1y0+7lCbiy++apTN1cg==;72326038798848.00000;2002400.000000000
6498;7K/JrYjVMI2oFUMMC+KZMA==;72328056720896.00000;995600.000000000
5703;SRZUbaNTT+2nk8uPZABA9Q==;72331514649088.00000;992800.000000000
5812;FJqVU2wCTV9YB57kQ56QGg==;72333523254784.00000;993400.000000000
7253;zHg8hXnGQIiDqWZ9FfMTNg==;72335532283392.00000;968600.000000000
2140;2JQafzTJvGiPLIPKXmxoug==;72337544914432.00000;456300.000000000
7243;P0ImMNNiGd/VfHpwfcWGAg==;72339554083328.00000;1025600.000000000
3705;SMDLe9oKPhif6nVM18SJkQ==;72341565366272.00000;3025000.000000000
8935;roxQrkVu10bEJ3NtoNrj4A==;72343591213824.00000;2993400.000000000
8929;1Db4he1I4lpsrGtx9mAYpw==;72345614472960.00000;991200.000000000
7617;tKtiCU7l+Hux3PKOalGSHA==;72347632189184.00000;4023100.000000000
9913;3ACcleM8bpsE3prI3ymc8w==;72349690567936.00000;2021100.000000000
